Q No.,Question,Answer,Domain,Sub-Domain
444,১০০ গ্রাম পানির তাপমাত্রা ৩০ ডিগ্রী সেলসিয়াস থেকে ৩৫ ডিগ্রী সেলসিয়াস পর্যন্ত উঠাতে কি পরিমাণ তাপের প্রয়োজন?,২১০০,Physics,Physics
445,২০০ গ্রাম পানির তাপমাত্রা ২০ ডিগ্রী সেলসিয়াস থেকে ৩০ ডিগ্রী সেলসিয়াস পর্যন্ত উঠাতে কি পরিমাণ তাপের প্রয়োজন?,৮৪০০,Physics,Physics
446,১০ কেজি ভরের পানির তাপমাত্রা ১ কেলভিন বাড়াতে কত তাপ লাগবে?,৪২০০০,Physics,Physics
447,৫ x ১০^-২ ভরের কোন বস্তুর তাপমাত্রা ২০ ডিগ্রী সেলসিয়াস থেকে ১০০ ডিগ্রী সেলসিয়াস এ উন্নীত করতে ১৫২০ জুল তাপ লাগে। বস্তুটির আপেক্ষিক তাপ কত?,৩৮০,Physics,Physics
448,১ কেজি বরফের তাপমাত্রা ১ কেলভিন বৃদ্ধি করতে কত তাপ লাগবে?,২১০০,Physics,Physics
449,পাত্রে রক্ষিত কিছু পানির তাপ ধারণ ক্ষমতা ৬০৯০ জুল/কেলভিন হলে পানির ভর কত কেজি?,১.৪৫,Physics,Physics
450,৫ কেজি ভরের বস্তুর তাপ ধারণ ক্ষমতা ৬১৫০ জুল/কেলভিন হলে তার আপেক্ষিক তাপ কত?,১২৩০,Physics,Physics
451,রুপার আপেক্ষিক তাপ ২৩০ জুল/কেজি/কেলভিন হলে ৫ কেজি রুপার তাপধারণ ক্ষমতা কত?,১১৫০,Physics,Physics
452,"১০ কেজি ভরের একটি বস্তুর তাপধারণ ক্ষমতা ৪০০০ জুল/কেলভিন হলে, বস্তুটির আপেক্ষিক তাপ কত?",৪০০,Physics,Physics
453,তামার আপেক্ষিক তাপ ৪০০ জুল/কেজি/কেলভিন হলে ৫ কেজি তামার তাপধারণ ক্ষমতা কত?,২০০০,Physics,Physics
454,৫ কেজি পানিতে ০.৫ কেজি বরফ রাখা হল। বরফ ৭৬৯ কিলোজুল তাপ বর্জন করলে পানি দ্বারা গৃহীত তাপ কত কিলোজুল?,৭৬৯,Physics,Physics
455,"৩০ ডিগ্রী সেলসিয়াস তাপমাত্রার ১৫০ গ্রাম পানিতে ৭৫ ডিগ্রী সেলসিয়াস লোহার দণ্ড নিমজ্জিত করা হল এবং চূড়ান্ত তাপমাত্রা ৫৬ ডিগ্রী সেলসিয়াস হল। পানির আপেক্ষিক তাপ ৪২০০ জুল/কেজি/কেলভিন, লোহার আপেক্ষিক তাপ ও ঘনত্ব যথাক্রমে ৪৫০ জুল/কেজি/কেলভিন এবং ৭৮০০ কেজি/ঘন মিটার। পানির গৃহীত তাপ কত জুল?",১৬৩৮০,Physics,Physics
456,"রেললাইনের উপর দিয়ে ট্রেন গেলে তাপমাত্রার পার্থক্য ৩৫ ডিগ্রী সেলসিয়াস হয়, লোহার দৈর্ঘ্য প্রসারন সহগ ৩৪.৮ x ১০^-৬ /কেলভিন। গরম হওয়ার ফলে ১০০ মিটার দীর্ঘ রেললাইনের দৈর্ঘ্য কত সে.মি. বৃদ্ধি পায়?",১২.১৮,Physics,Physics
457,০.১ মিটার লম্বা একটি সুতা দিয়ে ১০ গ্রাম ভরের একটি ঘড়ি ঝুলিয়ে দেয়া হলে ভরটির দোলনকাল কত হবে?,০.৬৩,Physics,Physics
458,পর্যায়কাল ৫ সেকেন্ড হলে কম্পাঙ্ক কত?,  ০.২,Physics,Physics
459,কোন বস্তু ৫ সেকেন্ডে ১০ টি পূর্ণ স্পন্দন সম্পন্ন করলে কম্পাঙ্ক কত হবে?,২০,Physics,Physics
460,পরপর দুটি তরঙ্গ শীর্ষের দূরত্ব ২ সে.মি. একটি তরঙ্গ শীর্ষ পরবর্তী তরঙ্গ পাদের দূরত্ব কত সে.মি.?,১,Physics,Physics
461,৩০০ হার্টজ কম্পাঙ্কে স্পন্দিত কোন রেডিও স্পিকার থেকে উৎপন্ন শব্দ তরঙ্গের তরঙ্গদৈর্ঘ্য বায়ুতে ১.১৫ মিটার হলে বায়ুতে শব্দ তরঙ্গের বেগ কত?,৩৪৫,Physics,Physics
462,দুই কিলো হার্টজ কম্পাঙ্ক বিশিষ্ট শব্দ লোহার পাইপে ৫১৩০ মি/সে. বেগে সঞ্চালিত হলে উক্ত শব্দের তরঙ্গ দৈর্ঘ্য কত?,২.৫৭,Physics,Physics
463,ঢাকা বেতার কেন্দ্রে মিডিয়াম ওয়েবে ৬৩০ কিলো হার্টজ এ অনুষ্ঠান সম্প্রচার করে রেডিও তরঙ্গের বেগ ৩ x ১০^৮ মি/সে. হলে তরঙ্গ দৈর্ঘ্য কত হবে?,৪৭৬.১৯,Physics,Physics
464,শব্দের বেগ ৩৪০ মি/সে. হলে ২০ সেন্টিমিটার তরঙ্গ দৈর্ঘ্যের বস্তুর কম্পাঙ্ক কত?,১৭০০,Physics,Physics
465,বাতাসে শব্দের বেগ ৩৫০ মি/সে.। একটি শব্দ তরঙ্গের তরঙ্গ দৈর্ঘ্য ৩৫ সেন্টিমিটার হলে এর কম্পাঙ্ক কত হবে?,১০০০,Physics,Physics
466,একটি শব্দের পর্যায়কাল ৫.৮ x ১০^-৪ সেকেন্ড এবং শব্দের বেগ ৩২০ মি/সে. হলে তরঙ্গদৈর্ঘ্য কত মিটার?,০.১৮,Physics,Physics
467,৩০ ডিগ্রী সেলসিয়াস তাপমাত্রায় কোন স্থান থেকে শব্দ করলে ০.১২ সেকেন্ড পর শব্দের প্রতিধ্বনি শোনা যায়। শব্দের উৎস হতে প্রতিফলক পৃষ্ঠের দূরত্ব কত?,২০.৮৫,Physics,Physics
468,৫ মোল নাইট্রোজেন ডাই অক্সাইড এর আণবিক ভর কত?,২৩০,Chemistry,Chemistry
