Q No.,Question,Answer,option1,option2
289,ডগ তার বাইসাইকেলে তার বাড়ি থেকে বন্ধুর বাড়িতে ভ্রমণ করে এবং সে এক সেকেন্ডে ৭৮ মিটার যায় এবং যখন সে পায়ে হেঁটে একই ট্রিপ করে তখন সে সেকেন্ডে ১২ মিটার যায়। কোন পরিস্থিতিতে ডগ তাড়াতাড়ি তার বন্ধুর বাড়িতে যাবে?,Option 2,হেঁটে,সাইকেলে
290,"দুটি বিমান একই এয়ারফিল্ড থেকে উড্ডয়ন করে এবং উচ্চতায় পৌঁছলে একই বেগে উড়ে যায়। লাল বিমানটি ৪২ মিনিটের জন্য উড়ে যায় এবং কাছাকাছি একটি শহরে অবতরণ করে, যখন সবুজ বিমান আরও ১৯ মিনিটের জন্য উড়তে থাকে এবং আরও দূরে পরবর্তী শহরে অবতরণ করে। এর মানে কি?",Option 2,লাল বিমান আরও বেশি দূরত্বে উড়ে গেল,সবুজ বিমান আরও বেশি দূরত্বে উড়ে গেল
291,বিলি এবং জিমি একদিন দৌড়ে বাড়িতে যাওয়ার সিদ্ধান্ত নেয়। জিমি ৪০ মিনিটে বাড়ি ফিরে আসে এবং বিলি ৫০ মিনিট সময় নেয়। জিমি কি তাই?,Option 2,ধীর,দ্রুত
292,এফ-১৬ এর ওজন সাধারণত ৫৬৭২১৪ পাউন্ড এবং জাম্বো জেটের ওজন ৩৯৯৮৭ কেজি। তাই এফ-১৬ ছিল?,Option 1,ধীর গতিশীল,দ্রুত গতিশীল
293,মেরির স্কেটবোর্ডটি ৩৯৮৫ সেমি/সেকেন্ড গতিতে চলে যখন সে একটি ভেজা স্কেটপার্কে স্কেটিং করে আর যখন সে শুকনো স্কেটপার্কে স্কেটিং করে তখন ৮২৯ সেমি/সেকেন্ডে চলে। এর মানে তার স্কেটবোর্ড বেশী গরম হয়ে যায় যখন সে এটাতে চড়ে?,Option 2,ভেজা স্কেটপার্ক,শুকনো স্কেটপার্ক
294,মেরির স্কিফ খোলা সমুদ্রে ৯.২ মাইলের তুলনায় উপসাগরে জ্বালানি শেষ হওয়ার আগে ১৪ মাইল দূরত্ব অতিক্রম করতে সক্ষম। এর মানে এই যে _____ আরো রুক্ষ?,Option 2,উপসাগর,খোলা সমুদ্র
295,"ম্যামথটি জলের গর্তের মধ্য দিয়ে ঘন্টায় ১৮ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ২৭ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী
296,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তারপর তার ভাগ্নির পালা। তার ভাগ্নির পাঁচ বছরের বড় এবং তার ওজন ২১ কেজি যেখানে তার ভাগ্নের ওজন ২৪ কেজি। কার মাধ্যাকর্ষণ টান বেশি?,Option 2,ভাগ্নি,ভাগ্নে
297,"জন এবং রিতা দৌড়ে যাচ্ছে। রিতা ক্লান্ত হয়ে পড়ে এবং ৫৫ মিনিট জগিং করার পরে পার্কের বেঞ্চে বিরতি নেয়। জন পার্কে ১ ঘন্টার জন্য দৌড়াচ্ছে, কে বেশি দৌড়েছে?",Option 1,জন,রিতা
298,বিল ২৫৭ গ্রাম ভরের পাথরের একটি ভগ্নাংশ এবং ৬৫৬ গ্রাম ভরের একটি নুড়ি নিক্ষেপ করে। নুড়ি পাথরের চেয়ে দ্রুত পড়ে তার মানে?,Option 1,ওজন বেশি,ওজন কম
299,একটি বোলিং বলের ভর ১০ পাউন্ড এবং একটি বেসবলের ওজন ৫ পাউন্ড। কোনটির বেশী মাধ্যাকর্ষণ আছে?,Option 2,বেসবল,বোলিং বল
300,"একটি রেস কার এবং একটি পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলেছিল। রেস কারের চালক ক্লান্ত হয়ে ৪৫ মিনিট পর পার্কিং করেন, যখন পিকআপের চালক ৩৫ মিনিট ধরে দৌড়েছিলেন। কোন যানটি শেষ পর্যন্ত বেশি দূরত্ব অতিক্রম করেছে?",Option 1,রেস গাড়ী,পিকআপ
