Q No.,Premise,Hypothesis,Answer
408,এটি মোহনের পুরানো মার্সিডিজের চেয়ে ১ গুণ বেশি গতিতে যেতে পারে,এটি মোহনের পুরানো মার্সিডিজের চেয়ে ৪ গুণ গতিতে যেতে পারে,neutral
409,"১০০ জনের একটি নির্দিষ্ট গোষ্ঠীর মধ্যে, ৪০ জন হাই স্কুল এ থেকে স্নাতক, ৬৫ জন কলেজ Y থেকে স্নাতক, এবং ৩০ জন সিটি জেডে থাকেন","৩০০ জনেরও কম লোকের একটি নির্দিষ্ট গোষ্ঠীর মধ্যে, ৪০ জন হাই স্কুল A থেকে স্নাতক, ৬৫ জন Y কলেজ থেকে স্নাতক, এবং ৩০ জন সিটি জেডে থাকেন",Entailment
410,"তাদের মধ্যে একজন, রোহিত, মাঝখানের সিটে বা উভয় প্রান্তে বসতে না চাইলে আপনি কত উপায়ে একটি বেঞ্চে ৭ জনের কম বসতে পারেন?","কত উপায়ে আপনি একটি বেঞ্চে ৪ জনকে বসাতে পারেন যদি তাদের মধ্যে একজন, রোহিত, মাঝখানের সিটে বা উভয় প্রান্তে বসতে না চান?",neutral
411,তিনি বলেছিলেন যে `` সান সালভাদরে ১৬ নভেম্বর সংঘটিত ছয় জেসুইট ধর্মযাজকের হত্যার সঙ্গে ক্রিশ্চিয়ানি জড়িত ছিল বলে প্রমাণ রয়েছে।,ক্রিস্টিয়ানির বিরুদ্ধে ছয় জেসুইট হত্যার অভিযোগ রয়েছে।,Entailment
412,৪০০০ এরও বেশি যা তিনি এবং ডেভ ১ বছরের শেষে উপার্জন করেছিলেন,৯০০০ যা তিনি এবং ডেভ ১ বছরের শেষে উপার্জন করেছেন,neutral
413,অ্যান্ড্রু ৭০ কেজি দরে ৮ কেজি আঙ্গুর এবং ৫৫ কেজি দরে ৯ কেজি আম কিনেছিলেন,অ্যান্ড্রু ৭০ কেজি দরে ৫ কেজির বেশি আঙ্গুর এবং ৫৫ কেজি দরে ৯ কেজি আম কিনেছিলেন,Entailment
414,রহিম টাকায় ২৫টিরও বেশি বই কিনলেন,রহিম ৬৫টি বই কিনলেন টাকায়,neutral
415,কিশোর তার মাসিক বেতনের ১০% সঞ্চয় করেছিল,কিশোর তার মাসিক বেতনের ১০% এর বেশি সঞ্চয় করেছিল,contradiction
416,"যদি নীলমের এক-তৃতীয়াংশ বয়স এবং শানের বয়সের অর্ধেক ৫ : ৯ হয়, তাহলে শানের স্কুল বয়স কত?","যদি নীলমের এক-তৃতীয়াংশ বয়স এবং শানের বয়সের অর্ধেক ৮ : ৯ হয়, তাহলে শানের স্কুল বয়স কত?",contradiction
417,"সব মিলিয়ে, স্টিভ রাস্তায় দিনে ৭ ঘণ্টারও কম সময় কাটাচ্ছেন","সব মিলিয়ে, স্টিভ প্রতিদিন ৬ ঘন্টা রাস্তায় কাটাচ্ছেন",neutral
418,"ভিক্টরের আছে ১৫ কাপ যদি ময়দা, ১৬ কাপ চিনি এবং ৮ কাপ দুধ","ভিক্টরের আছে ৭৫ কাপ যদি ময়দা, ১৬ কাপ চিনি এবং ৮ কাপ দুধ",contradiction
419,প্যারিস (সিএনএন) ফ্রান্সের বোর্দোর কাছে একটি বাড়িতে পাঁচ শিশুর মৃতদেহ পাওয়া গেছে বলে খবরে বলা হয়েছে।,"প্রতিবেদনে বলা হয়েছে, দক্ষিণ-পশ্চিম ফ্রান্সের বাড়িতে পুলিশ পাঁচ নবজাতকের মৃতদেহ খুঁজে পেয়েছে",neutral
